product_id,product_name,category,price,stock_quantity
254,Vertex T-Shirt 254,Fashion,73137.59,148
255,Elite T-Shirt 255,Fashion,105318.60,366
256,Urban Storage Box 256,Home,52202.19,497
257,Orbit Marker Set 257,Office,30118.68,420
258,Apex Stapler 258,Office,124986.59,144
259,Elite Desk Organiser 259,Office,102850.59,39
260,Apex Lamp 260,Home,36567.00,227
261,Orbit Headphones 261,Electronics,26934.50,352
262,Elite Fitness Tracker 262,Fitness,84148.88,240
263,Orbit Monitor 263,Electronics,132219.37,373
264,Apex Laptop 264,Electronics,105840.72,240
265,Prime T-Shirt 265,Fashion,145754.22,20
266,Nova Dumbbell Set 266,Fitness,87375.78,314
267,Swift Marker Set 267,Office,48399.13,262
268,Elite Calculator 268,Office,39197.37,446
269,Vertex T-Shirt 269,Fashion,49639.08,393
270,Elite Kettle 270,Home,106940.52,246
271,Urban Chair 271,Home,23045.97,267
272,Nova Stapler 272,Office,45247.90,56
273,Vertex Skipping Rope 273,Fitness,106872.07,283
274,Swift Printer Paper 274,Office,15383.47,70
275,Orbit Gym Bag 275,Fitness,58436.06,341
276,Nova Sneakers 276,Fashion,115145.16,342
277,Swift Dumbbell Set 277,Fitness,7177.59,345
278,Urban Mouse 278,Electronics,62757.57,450
279,Vertex Water Bottle 279,Fitness,134864.16,104
280,Elite Fitness Tracker 280,Fitness,19911.43,310
281,Apex Water Bottle 281,Fitness,19944.18,370
282,Swift Kettle 282,Home,103136.52,211
283,Orbit Desk 283,Home,6780.73,274
284,Prime Dumbbell Set 284,Fitness,57023.76,202
285,Prime Storage Box 285,Home,43830.24,366
286,Nova Jacket 286,Fashion,44861.81,133
287,Elite Backpack 287,Fashion,97110.33,135
288,Nova Fitness Tracker 288,Fitness,52846.37,349
289,Apex Fan 289,Home,717.41,205
290,Prime Water Bottle 290,Fitness,71155.91,301
291,Swift File Folder 291,Office,112850.40,134
292,Apex Blender 292,Home,121789.41,156
293,Urban T-Shirt 293,Fashion,139397.71,307
294,Swift Blender 294,Home,113430.49,391
295,Swift Mouse 295,Electronics,40684.77,489
296,Nova Yoga Mat 296,Fitness,41913.09,395
297,Nova Router 297,Electronics,41219.89,256
298,Vertex Monitor 298,Electronics,90804.69,123
299,Vertex Printer Paper 299,Office,133901.51,389
300,Prime Resistance Band 300,Fitness,121982.59,24
301,Swift File Folder 301,Office,48345.41,116
302,Urban Stapler 302,Office,63707.31,132
303,Swift Cap 303,Fashion,92212.11,81
304,Nova Chair 304,Home,146401.23,409
305,Apex Chair 305,Home,82603.04,427
306,Orbit Desk Organiser 306,Office,74755.47,79
307,Apex Resistance Band 307,Fitness,147724.40,225
308,Vertex Dumbbell Set 308,Fitness,120725.95,242
309,Swift Lamp 309,Home,101639.71,242
310,Elite Marker Set 310,Office,143168.98,281
311,Orbit Chair 311,Home,22411.69,284
312,Elite Water Bottle 312,Fitness,16464.27,421
313,Prime Monitor 313,Electronics,58083.33,138
314,Apex Watch 314,Fashion,127113.09,175
315,Nova Blender 315,Home,41241.01,257
316,Urban Printer Paper 316,Office,106221.70,431
317,Urban Webcam 317,Electronics,138286.55,415
318,Urban Water Bottle 318,Fitness,144863.17,187
319,Nova Headphones 319,Electronics,65167.89,263
320,Swift Marker Set 320,Office,65517.72,103
321,Urban Notebook 321,Office,137735.77,478
322,Apex Marker Set 322,Office,127498.60,444
323,Elite Monitor 323,Electronics,138529.22,68
324,Prime Headphones 324,Electronics,2676.22,329
325,Prime T-Shirt 325,Fashion,18964.72,259
326,Vertex Monitor 326,Electronics,68430.40,32
327,Urban Notebook 327,Office,15709.17,341
328,Elite Calculator 328,Office,104609.01,204
329,Orbit File Folder 329,Office,136210.53,166
330,Elite Headphones 330,Electronics,112466.59,495
331,Orbit Watch 331,Fashion,125909.69,81
332,Nova Lamp 332,Home,137975.15,495
333,Orbit Notebook 333,Office,121986.59,21
334,Orbit Storage Box 334,Home,139591.72,91
335,Vertex Fan 335,Home,70108.45,159
336,Prime Stapler 336,Office,125758.80,263
337,Vertex Printer Paper 337,Office,65660.79,267
338,Apex Fan 338,Home,100399.07,337
339,Swift Headphones 339,Electronics,118322.83,294
340,Orbit Watch 340,Fashion,147084.18,156
341,Urban Blender 341,Home,1427.12,361
342,Orbit Monitor 342,Electronics,130996.95,59
343,Urban Fitness Tracker 343,Fitness,95938.73,267
344,Apex Notebook 344,Office,37652.07,336
345,Prime Desk Organiser 345,Office,74488.11,451
346,Elite Wallet 346,Fashion,5702.57,230
347,Orbit Monitor 347,Electronics,60206.22,62
348,Apex Resistance Band 348,Fitness,33054.44,420
349,Vertex Printer Paper 349,Office,98543.48,32
350,Apex Calculator 350,Office,97184.42,99
